user_id,dominant_hour,dominant_hour_pct,has_consistent_pattern,morning_pct,lunch_pct,evening_pct,hourly_entropy,weekend_ratio,weekend_tx_count,weekday_tx_count,weekend_anomaly,month_end_tx_ratio,salary_receipt_ratio,school_fee_total,school_fee_flag,roll_1h_count,roll_24h_count,roll_24h_volume,roll_7d_avg_value,roll_30d_volume,roll_30d_count,total_tx_count,avg_tx_value
CUST_000499,13,30.0,false,10.0,30.0,20.0,2.8464,0.2,2,8,false,0.2,0.1,0.0,false,1,2,532.4,557.87,6770.95,10,10,677.1
CUST_000253,13,25.0,false,8.3333,25.0,33.3333,2.6258,0.0833,1,11,false,0.3333,0.1667,0.0,false,1,4,2200.56,585.18,22676.73,12,12,1889.73
CUST_000468,10,20.0,false,10.0,0.0,20.0,2.7219,0.2,2,8,false,0.3,0.2,0.0,false,1,2,8830.34,9033.81,64511.94,10,10,6451.19
CUST_000223,12,37.5,false,0.0,37.5,37.5,2.1556,0.125,1,7,false,0.25,0.125,0.0,false,1,2,3819.19,1523.16,31172.53,8,8,3896.57
CUST_000372,11,18.1818,false,0.0,9.0909,18.1818,3.2776,0.1818,2,9,false,0.1818,0.0909,0.0,false,1,2,1009.57,427.0,7071.91,11,11,642.9
CUST_000509,22,20.0,false,0.0,0.0,10.0,2.9219,0.1,1,9,false,0.0,0.0,0.0,false,1,2,347.17,171.51,6252.55,10,10,625.25
CUST_000865,13,25.0,false,25.0,25.0,25.0,2.0,0.25,1,3,false,0.25,0.25,0.0,false,1,1,279.84,1338.43,6458.93,4,4,1614.73
CUST_000755,17,12.5,false,0.0,12.5,37.5,3.0,0.0,0,8,false,0.125,0.0,0.0,false,1,1,449.6,774.68,14394.11,8,8,1799.26
CUST_000410,14,33.3333,false,0.0,11.1111,11.1111,2.4194,0.3333,3,6,false,0.1111,0.1111,0.0,false,1,1,81.17,894.41,14484.58,9,9,1609.4
CUST_000402,19,22.2222,false,11.1111,0.0,33.3333,2.7255,0.1111,1,8,false,0.1111,0.1111,0.0,false,1,1,107.63,947.5,14448.1,9,9,1605.34
CUST_000342,16,20.0,false,0.0,20.0,20.0,2.3219,0.0,0,5,false,0.2,0.2,0.0,false,1,1,2241.42,4938.69,12119.03,5,5,2423.81
CUST_000192,17,37.5,false,12.5,0.0,37.5,2.4056,0.125,1,7,false,0.375,0.25,0.0,false,1,1,716.55,3451.94,19740.85,8,8,2467.61
CUST_000993,12,20.0,false,10.0,30.0,0.0,2.9219,0.0,0,10,false,0.0,0.0,0.0,false,1,1,72.36,1914.13,11614.92,10,10,1161.49
CUST_000359,20,28.5714,false,14.2857,0.0,28.5714,2.2359,0.2857,2,5,false,0.0,0.0,0.0,false,1,1,653.69,653.69,3488.96,7,7,498.42
CUST_000396,9,27.2727,false,18.1818,18.1818,18.1818,3.0272,0.0,0,11,false,0.2727,0.0909,0.0,false,1,2,1493.51,2374.16,18112.32,11,11,1646.57
CUST_000551,18,20.0,false,10.0,10.0,30.0,2.9219,0.1,1,9,false,0.0,0.0,0.0,false,1,1,13653.51,6065.88,32384.71,10,10,3238.47
CUST_000775,10,28.5714,false,14.2857,0.0,28.5714,2.5216,0.0,0,7,false,0.1429,0.1429,0.0,false,1,1,230.27,712.58,13098.64,7,7,1871.23
CUST_000806,15,22.2222,false,22.2222,11.1111,0.0,2.9477,0.0,0,9,false,0.1111,0.1111,0.0,false,1,1,204.76,723.86,22573.41,9,9,2508.16
CUST_000919,18,30.7692,false,0.0,7.6923,38.4615,2.9312,0.1538,2,11,false,0.0769,0.0,0.0,false,1,1,3477.34,1192.49,11032.35,13,13,848.64
CUST_000183,11,22.2222,false,22.2222,11.1111,0.0,2.9477,0.1111,1,8,false,0.1111,0.1111,0.0,false,1,1,1147.09,880.4,63037.8,9,9,7004.2
CUST_000742,12,25.0,false,16.6667,41.6667,8.3333,3.0221,0.25,3,9,false,0.1667,0.0,0.0,false,1,2,702.35,396.88,11637.63,12,12,969.8
CUST_000138,10,18.1818,false,18.1818,18.1818,0.0,3.0958,0.0909,1,10,false,0.0909,0.0909,0.0,false,1,1,103.63,246.78,5919.84,11,11,538.17
CUST_000606,18,25.0,false,37.5,12.5,25.0,2.75,0.125,1,7,false,0.0,0.0,0.0,false,1,1,374.27,441.91,4201.17,8,8,525.15
CUST_000758,13,30.7692,false,15.3846,30.7692,15.3846,2.9312,0.0,0,13,false,0.0769,0.0769,0.0,false,1,1,4557.14,3026.49,103682.2,13,13,7975.55
CUST_000090,16,25.0,false,8.3333,25.0,16.6667,2.8554,0.0,0,12,false,0.3333,0.0,0.0,false,2,3,2475.47,1095.71,14317.94,12,12,1193.16
CUST_000591,18,21.4286,false,21.4286,7.1429,28.5714,3.182,0.1429,2,12,false,0.0,0.0,0.0,false,1,1,441.1,2902.07,117025.34,14,14,8358.95
CUST_000673,19,20.0,false,20.0,0.0,50.0,2.9219,0.0,0,10,false,0.2,0.0,0.0,false,1,2,4266.71,1157.37,10305.78,10,10,1030.58
CUST_000641,10,18.1818,false,9.0909,18.1818,18.1818,3.0958,0.2727,3,8,false,0.0909,0.0,0.0,false,1,1,9331.61,7438.2,65581.66,11,11,5961.97
CUST_000593,13,20.0,false,0.0,20.0,30.0,2.7219,0.2,2,8,false,0.1,0.1,0.0,false,1,1,206.14,743.76,7311.63,10,10,731.16
CUST_000351,17,22.2222,false,0.0,22.2222,33.3333,2.7255,0.1111,1,8,false,0.2222,0.0,0.0,false,1,2,6200.81,4773.97,24665.8,9,9,2740.64
CUST_000390,8,66.6667,false,66.6667,0.0,33.3333,0.9183,0.0,0,3,false,0.0,0.0,0.0,false,1,1,1166.88,881.54,2644.63,3,3,881.54
CUST_000910,23,20.0,false,0.0,20.0,20.0,2.9219,0.2,2,8,false,0.4,0.2,0.0,false,1,4,4182.59,927.93,15232.55,10,10,1523.26
CUST_000548,15,22.2222,false,11.1111,11.1111,22.2222,2.9477,0.2222,2,7,false,0.2222,0.1111,0.0,false,1,1,597.33,1101.98,6313.22,9,9,701.47
CUST_000863,19,27.2727,false,9.0909,0.0,45.4545,2.8454,0.0909,1,10,false,0.0909,0.0,0.0,false,1,1,668.1,422.77,15101.77,11,11,1372.89
CUST_000608,10,22.2222,false,11.1111,22.2222,11.1111,2.7255,0.1111,1,8,false,0.1111,0.1111,0.0,false,1,2,1591.97,1690.13,9990.82,9,9,1110.09
CUST_000754,20,14.2857,false,14.2857,14.2857,42.8571,2.8074,0.1429,1,6,false,0.1429,0.0,0.0,false,1,1,10758.83,6554.42,51530.56,7,7,7361.51
CUST_000187,10,33.3333,false,0.0,16.6667,0.0,2.2516,0.0,0,6,false,0.1667,0.0,0.0,false,1,1,1127.74,1087.8,5684.53,6,6,947.42
CUST_000392,9,16.6667,false,16.6667,8.3333,25.0,3.2516,0.25,3,9,false,0.1667,0.0,0.0,false,1,3,1604.97,1302.27,45308.15,12,12,3775.68
CUST_000060,23,20.0,false,10.0,20.0,10.0,2.7219,0.1,1,9,false,0.1,0.1,0.0,false,1,1,2414.71,1070.41,14065.39,10,10,1406.54
CUST_000391,17,33.3333,false,0.0,11.1111,55.5556,2.1972,0.1111,1,8,false,0.1111,0.0,0.0,false,1,1,852.98,1410.26,10344.22,9,9,1149.36
CUST_000934,15,20.0,false,20.0,20.0,10.0,2.9219,0.0,0,10,false,0.2,0.0,0.0,false,1,2,3606.62,1443.44,12399.67,10,10,1239.97
CUST_000709,18,21.0526,false,0.0,21.0526,42.1053,3.09,0.1053,2,17,false,0.1053,0.0,0.0,false,1,2,1018.08,1061.0,19384.7,19,19,1020.25
CUST_000306,11,20.0,false,0.0,10.0,10.0,2.9219,0.1,1,9,false,0.0,0.0,0.0,false,1,1,78.52,1266.5,9572.17,10,10,957.22
CUST_000963,21,16.6667,false,16.6667,0.0,0.0,3.085,0.25,3,9,false,0.0833,0.0,0.0,false,1,1,977.01,414.45,8310.53,12,12,692.54
CUST_000439,11,20.0,false,6.6667,13.3333,26.6667,3.0566,0.2,3,12,false,0.0,0.0,0.0,false,2,4,6467.53,1237.31,26993.56,15,15,1799.57
CUST_000294,7,12.5,false,12.5,6.25,18.75,3.375,0.1875,3,13,false,0.1875,0.0625,0.0,false,1,3,6173.18,1833.25,59719.27,16,16,3732.45
CUST_000955,14,25.0,false,0.0,16.6667,0.0,2.6887,0.25,3,9,false,0.0833,0.0,0.0,false,1,1,130.54,332.61,5970.93,12,12,497.58
CUST_000489,11,21.4286,false,14.2857,14.2857,14.2857,3.3249,0.1429,2,12,false,0.0714,0.0,0.0,false,1,1,4615.39,9846.6,89433.42,14,14,6388.1
CUST_000880,17,15.3846,false,7.6923,23.0769,30.7692,3.2389,0.0,0,13,false,0.1538,0.0,0.0,false,1,2,3814.03,893.34,15538.54,13,13,1195.27
CUST_000101,15,20.0,false,10.0,0.0,20.0,2.9219,0.1,1,9,false,0.2,0.1,0.0,false,1,2,1844.16,1435.33,14970.25,10,10,1497.03
CUST_000128,21,25.0,false,0.0,12.5,25.0,2.25,0.125,1,7,false,0.0,0.0,0.0,false,1,1,100.97,100.97,11375.07,8,8,1421.88
CUST_000787,17,20.0,false,0.0,20.0,40.0,3.1219,0.3,3,7,false,0.0,0.0,0.0,false,1,2,2844.42,1895.98,20585.45,10,10,2058.55
CUST_000790,17,18.75,false,12.5,0.0,31.25,3.1556,0.0625,1,15,false,0.125,0.0625,0.0,false,1,2,7816.23,2114.52,77018.75,16,16,4813.67
CUST_000310,10,18.1818,false,9.0909,9.0909,27.2727,3.0958,0.0,0,11,false,0.0,0.0,0.0,false,1,1,3326.27,3326.27,14764.31,11,11,1342.21
CUST_000935,14,30.7692,false,0.0,0.0,23.0769,2.5654,0.2308,3,10,false,0.1538,0.1538,0.0,false,1,2,461.71,449.42,9831.55,13,13,756.27
CUST_000691,20,22.2222,false,0.0,11.1111,11.1111,2.5033,0.3333,3,6,false,0.1111,0.0,0.0,false,1,1,243.35,1207.3,9534.43,9,9,1059.38
CUST_000423,10,18.1818,false,27.2727,9.0909,9.0909,3.0958,0.0909,1,10,false,0.2727,0.1818,0.0,false,1,2,3433.04,4224.96,27377.84,11,11,2488.89
CUST_000842,16,11.7647,false,11.7647,11.7647,29.4118,3.6169,0.1176,2,15,false,0.1765,0.0,0.0,false,1,2,2532.98,837.86,29970.8,17,17,1762.99
CUST_000369,6,40.0,false,40.0,20.0,0.0,1.9219,0.0,0,5,false,0.4,0.2,0.0,false,1,2,14853.69,5856.31,21835.56,5,5,4367.11
CUST_000874,12,11.7647,false,5.8824,17.6471,23.5294,3.6169,0.0,0,17,false,0.2353,0.0588,0.0,false,1,4,5186.13,1853.15,31299.87,17,17,1841.17
CUST_000891,14,14.2857,false,14.2857,14.2857,28.5714,2.8074,0.4286,3,4,false,0.2857,0.0,0.0,false,1,2,2131.1,748.67,5261.59,7,7,751.66
CUST_000092,15,20.0,false,10.0,10.0,20.0,3.1219,0.2,2,8,false,0.0,0.0,0.0,false,1,1,5375.18,2189.89,17282.88,10,10,1728.29
CUST_000520,19,33.3333,false,0.0,16.6667,33.3333,2.2516,0.0,0,6,false,0.3333,0.3333,0.0,false,1,2,1078.75,385.54,4033.1,6,6,672.18
CUST_000609,21,27.2727,false,9.0909,9.0909,9.0909,2.8454,0.0909,1,10,false,0.2727,0.0909,0.0,false,1,3,5104.83,1448.54,20614.21,11,11,1874.02
CUST_000078,10,18.1818,false,9.0909,9.0909,18.1818,2.914,0.0,0,11,false,0.2727,0.0909,0.0,false,1,2,406.1,169.78,23899.39,11,11,2172.67
CUST_000571,17,12.5,false,0.0,12.5,37.5,3.0,0.0,0,8,false,0.125,0.0,0.0,false,1,1,791.99,515.74,6965.11,8,8,870.64
CUST_000504,9,20.0,false,0.0,0.0,10.0,2.9219,0.1,1,9,false,0.2,0.0,0.0,false,1,2,1947.5,1107.42,9003.23,10,10,900.32
CUST_000675,19,22.2222,false,0.0,11.1111,22.2222,2.7255,0.1111,1,8,false,0.1111,0.0,0.0,false,1,1,329.52,421.1,5905.37,9,9,656.15
CUST_000033,12,40.0,false,0.0,40.0,0.0,1.9219,0.0,0,5,false,0.0,0.0,0.0,false,1,1,605.62,1249.85,5085.86,5,5,1017.17
CUST_000750,14,14.2857,false,14.2857,14.2857,14.2857,3.6645,0.2143,3,11,false,0.0714,0.0,0.0,false,1,1,1558.05,548.27,13778.87,14,14,984.21
CUST_000044,23,23.0769,false,0.0,7.6923,0.0,2.8151,0.1538,2,11,false,0.1538,0.1538,0.0,false,1,2,9634.81,2594.22,18953.94,13,13,1458.0
CUST_000701,10,27.2727,false,9.0909,9.0909,18.1818,3.0272,0.0909,1,10,false,0.1818,0.0909,0.0,false,1,2,2859.47,4250.81,201814.18,11,11,18346.74
CUST_000476,17,50.0,false,0.0,12.5,50.0,1.75,0.0,0,8,false,0.125,0.125,0.0,false,1,1,161.93,1211.73,11133.8,8,8,1391.72
CUST_000393,20,20.0,false,0.0,0.0,20.0,2.3219,0.0,0,5,false,0.0,0.0,0.0,false,1,1,1320.17,609.26,2821.99,5,5,564.4
CUST_000866,19,15.3846,false,7.6923,23.0769,30.7692,3.2389,0.1538,2,11,false,0.2308,0.0769,0.0,false,1,2,927.3,1173.9,16412.62,13,13,1262.51
CUST_000213,14,33.3333,false,11.1111,0.0,22.2222,2.6416,0.4444,4,5,false,0.2222,0.0,0.0,false,1,2,2515.19,795.44,10174.85,9,9,1130.54
CUST_000037,18,25.0,false,16.6667,8.3333,33.3333,3.0221,0.1667,2,10,false,0.0,0.0,0.0,false,1,1,284.92,185.9,13738.13,12,12,1144.84
CUST_000280,11,20.0,false,10.0,10.0,20.0,2.9219,0.1,1,9,false,0.0,0.0,0.0,false,1,1,166.18,90.61,4395.2,10,10,439.52
CUST_000685,16,20.0,false,5.0,0.0,25.0,3.1842,0.1,2,18,false,0.1,0.1,0.0,false,1,2,1752.8,1418.98,23278.76,20,20,1163.94
CUST_000447,16,25.0,false,12.5,12.5,37.5,2.5,0.375,3,5,false,0.125,0.125,0.0,false,1,1,1068.65,803.5,6033.37,8,8,754.17
CUST_000579,19,50.0,false,0.0,0.0,75.0,1.5,0.0,0,4,false,0.0,0.0,0.0,false,2,2,16089.7,8053.66,24794.74,4,4,6198.68
CUST_000832,22,20.0,false,0.0,20.0,10.0,3.1219,0.0,0,10,false,0.1,0.0,0.0,false,1,2,2490.75,741.27,15863.17,10,10,1586.32
CUST_000771,17,33.3333,false,0.0,0.0,44.4444,2.4194,0.0,0,9,false,0.0,0.0,0.0,false,1,2,739.21,369.61,8913.58,9,9,990.4
CUST_000094,19,27.2727,false,0.0,9.0909,36.3636,2.6635,0.0909,1,10,false,0.0,0.0,0.0,false,1,1,5261.27,4857.21,75699.06,11,11,6881.73
CUST_000572,20,22.2222,false,11.1111,0.0,11.1111,2.7255,0.2222,2,7,false,0.3333,0.1111,0.0,false,1,3,4117.24,1372.41,16823.46,9,9,1869.27
CUST_000353,13,44.4444,false,11.1111,66.6667,11.1111,2.0588,0.1111,1,8,false,0.1111,0.0,0.0,false,1,1,2394.33,1109.7,11998.95,9,9,1333.22
CUST_000510,12,25.0,false,12.5,50.0,12.5,2.5,0.125,1,7,false,0.0,0.0,0.0,false,1,1,403.38,756.58,3790.87,8,8,473.86
CUST_000622,11,20.0,false,10.0,10.0,30.0,2.9219,0.1,1,9,false,0.2,0.1,0.0,false,1,1,1750.91,1176.94,11488.68,10,10,1148.87
CUST_000721,18,21.4286,false,14.2857,21.4286,35.7143,3.0391,0.0,0,14,false,0.2143,0.0714,0.0,false,1,3,994.73,1341.77,16201.25,14,14,1157.23
CUST_000065,13,22.2222,false,33.3333,22.2222,0.0,2.5033,0.1111,1,8,false,0.3333,0.2222,0.0,false,1,2,219.68,1392.14,14055.32,9,9,1561.7
CUST_000162,16,30.0,false,0.0,10.0,20.0,2.4464,0.1,1,9,false,0.3,0.0,0.0,false,1,3,978.85,345.61,6081.49,10,10,608.15
CUST_000703,18,28.5714,false,0.0,0.0,42.8571,2.5216,0.2857,2,5,false,0.0,0.0,0.0,false,1,1,15580.41,12025.81,63097.55,7,7,9013.94
CUST_000542,9,18.1818,false,0.0,0.0,27.2727,3.2776,0.0,0,11,false,0.2727,0.0,0.0,false,1,3,2899.37,776.86,6342.75,11,11,576.61
CUST_000025,17,28.5714,false,14.2857,14.2857,42.8571,2.5216,0.2857,2,5,false,0.2857,0.1429,0.0,false,1,2,1975.97,987.98,53467.81,7,7,7638.26
CUST_000882,12,15.3846,false,7.6923,15.3846,0.0,3.2389,0.0769,1,12,false,0.1538,0.0769,0.0,false,1,2,411.76,900.49,12740.91,13,13,980.07
CUST_000575,19,40.0,false,0.0,20.0,50.0,2.3219,0.4,4,6,false,0.0,0.0,0.0,false,1,1,193.28,233.0,5565.26,10,10,556.53
CUST_000106,8,25.0,false,33.3333,25.0,16.6667,2.8554,0.0833,1,11,false,0.0833,0.0833,0.0,false,1,1,499.82,1541.63,47379.5,12,12,3948.29
CUST_000518,19,27.2727,false,9.0909,27.2727,27.2727,2.8454,0.0909,1,10,false,0.0,0.0,0.0,false,1,2,1271.86,663.91,15128.5,11,11,1375.32
CUST_000924,14,14.2857,false,0.0,14.2857,42.8571,2.8074,0.1429,1,6,false,0.4286,0.2857,0.0,false,1,3,17330.56,5723.5,68713.71,7,7,9816.24
CUST_000277,9,18.1818,false,0.0,18.1818,18.1818,2.914,0.0909,1,10,false,0.0909,0.0,0.0,false,1,1,662.26,801.17,18008.09,11,11,1637.1
CUST_000173,13,20.0,false,13.3333,26.6667,6.6667,3.3232,0.0,0,15,false,0.1333,0.0667,0.0,false,1,2,975.62,398.67,17696.29,15,15,1179.75
CUST_000568,13,25.0,false,0.0,25.0,37.5,2.5,0.25,2,6,false,0.125,0.0,0.0,false,1,1,551.64,476.79,81687.19,8,8,10210.9
CUST_000562,23,20.0,false,0.0,10.0,10.0,2.9219,0.1,1,9,false,0.2,0.0,0.0,false,1,2,2740.93,1636.98,55937.62,10,10,5593.76
CUST_000612,17,12.5,false,0.0,12.5,25.0,3.0,0.0,0,8,false,0.125,0.125,0.0,false,1,1,303.19,765.75,20124.35,8,8,2515.54
CUST_000451,22,25.0,false,0.0,12.5,0.0,2.75,0.125,1,7,false,0.125,0.0,0.0,false,1,1,1045.42,1015.83,6188.25,8,8,773.53
CUST_000313,14,42.8571,false,0.0,0.0,14.2857,2.1281,0.0,0,7,false,0.0,0.0,0.0,false,1,1,231.24,2642.9,14681.24,7,7,2097.32
CUST_000973,20,27.2727,false,9.0909,0.0,36.3636,2.6635,0.0,0,11,false,0.0909,0.0,0.0,false,1,1,15.21,978.1,8531.42,11,11,775.58
CUST_000772,16,11.1111,false,16.6667,16.6667,16.6667,3.5033,0.0,0,18,false,0.1667,0.1111,0.0,false,1,3,11329.64,2558.69,70650.07,18,18,3925.0
CUST_000543,16,25.0,false,12.5,0.0,12.5,2.75,0.25,2,6,false,0.25,0.125,0.0,false,1,1,1565.94,2745.62,18691.54,8,8,2336.44
CUST_000565,9,23.0769,false,0.0,15.3846,7.6923,2.8731,0.0769,1,12,false,0.1538,0.0769,0.0,false,1,2,969.3,741.37,16212.09,13,13,1247.08
CUST_000471,19,21.4286,false,14.2857,0.0,28.5714,3.182,0.1429,2,12,false,0.0,0.0,0.0,false,1,1,151.88,915.0,23113.24,14,14,1650.95
CUST_000258,9,22.2222,false,11.1111,11.1111,22.2222,2.9477,0.0,0,9,false,0.5556,0.4444,0.0,false,2,4,2887.21,807.82,9345.08,9,9,1038.34
CUST_000146,23,33.3333,false,16.6667,16.6667,0.0,2.2516,0.5,3,3,false,0.0,0.0,0.0,false,1,1,165.16,747.63,3272.39,6,6,545.4
CUST_000064,16,16.6667,false,16.6667,0.0,33.3333,3.2516,0.0,0,12,false,0.0,0.0,0.0,false,1,2,1441.56,1022.52,10758.41,12,12,896.53
CUST_000095,13,15.3846,false,7.6923,23.0769,15.3846,3.3927,0.0769,1,12,false,0.1538,0.0,0.0,false,1,2,2313.49,1512.39,31117.75,13,13,2393.67
CUST_000663,17,25.0,false,0.0,25.0,37.5,2.5,0.0,0,8,false,0.5,0.0,0.0,false,1,4,7266.68,1816.67,10133.25,8,8,1266.66
CUST_000378,18,10.0,false,10.0,10.0,30.0,3.3219,0.1,1,9,false,0.2,0.0,0.0,false,1,2,590.57,353.74,6327.72,10,10,632.77
CUST_000530,17,28.5714,false,0.0,14.2857,42.8571,2.5216,0.0,0,7,false,0.0,0.0,0.0,false,1,1,1813.15,1147.49,23475.42,7,7,3353.63
CUST_000812,13,28.5714,false,14.2857,28.5714,0.0,2.2359,0.1429,1,6,false,0.0,0.0,0.0,false,1,1,363.65,395.86,3867.98,7,7,552.57
CUST_000613,10,22.2222,false,0.0,33.3333,33.3333,2.7255,0.1111,1,8,false,0.2222,0.1111,0.0,false,1,1,2274.18,906.68,30373.42,9,9,3374.82
CUST_000338,15,20.0,false,0.0,13.3333,13.3333,3.4566,0.0667,1,14,false,0.1333,0.0667,0.0,false,1,2,7885.56,1833.72,20476.58,15,15,1365.11
CUST_000837,11,14.2857,false,14.2857,21.4286,7.1429,3.2359,0.1429,2,12,false,0.2857,0.0,0.0,false,1,2,9805.16,2657.53,25894.68,14,14,1849.62
CUST_000228,23,21.4286,false,7.1429,14.2857,21.4286,3.182,0.1429,2,12,false,0.0714,0.0,0.0,false,1,1,3345.49,29496.73,115418.5,14,14,8244.18
CUST_000093,16,23.5294,false,11.7647,11.7647,11.7647,3.1019,0.1176,2,15,false,0.1176,0.0,0.0,false,1,2,3102.58,2572.42,88974.79,17,17,5233.81
CUST_000589,11,33.3333,false,11.1111,11.1111,11.1111,2.6416,0.2222,2,7,false,0.1111,0.1111,0.0,false,1,1,56.36,1660.73,8809.38,9,9,978.82
CUST_000648,21,15.3846,false,7.6923,0.0,23.0769,3.2389,0.2308,3,10,false,0.1538,0.0769,0.0,false,1,2,921.24,399.39,31344.99,13,13,2411.15
CUST_000282,13,28.5714,false,14.2857,28.5714,28.5714,2.2359,0.0,0,7,false,0.2857,0.1429,0.0,false,1,2,9530.93,3261.43,11856.3,7,7,1693.76
CUST_000178,10,25.0,false,0.0,0.0,25.0,2.0,0.0,0,4,false,0.25,0.0,0.0,false,1,1,650.65,1055.98,3527.96,4,4,881.99
CUST_000696,14,42.8571,false,14.2857,14.2857,14.2857,2.1281,0.1429,1,6,false,0.1429,0.1429,0.0,false,1,1,144.93,708.12,5300.0,7,7,757.14
CUST_000129,13,18.1818,false,18.1818,27.2727,18.1818,3.2776,0.0909,1,10,false,0.1818,0.0909,0.0,false,1,2,1830.1,884.89,10825.46,11,11,984.13
