user_id,is_launderer,aml_scenario
CUST_000618,false,none
CUST_000611,false,none
CUST_000913,false,none
CUST_000365,false,none
CUST_000239,false,none
CUST_000552,true,smurfing
CUST_000796,false,none
CUST_000924,false,none
CUST_000532,false,none
CUST_000282,false,none
CUST_000875,false,none
CUST_000369,false,none
CUST_000622,false,none
CUST_000593,false,none
CUST_000046,false,none
CUST_000241,false,none
CUST_000274,false,none
CUST_000655,false,none
CUST_000939,false,none
CUST_000148,false,none
CUST_000778,false,none
CUST_000926,false,none
CUST_000897,false,none
CUST_000126,false,none
CUST_000147,false,none
CUST_000166,false,none
CUST_000260,false,none
CUST_000956,false,none
CUST_000940,false,none
CUST_000854,false,none
CUST_000681,false,none
CUST_000881,false,none
CUST_000466,false,none
CUST_000642,false,none
CUST_000029,false,none
CUST_000159,false,none
CUST_000719,false,none
CUST_000220,false,none
CUST_000129,false,none
CUST_000910,false,none
CUST_000444,false,none
CUST_000021,false,none
CUST_000585,false,none
CUST_000067,false,none
CUST_000094,false,none
CUST_000934,false,none
CUST_000339,false,none
CUST_000851,false,none
CUST_000042,false,none
CUST_000418,false,none
CUST_000375,false,none
CUST_000984,false,none
CUST_000978,false,none
CUST_000065,false,none
CUST_000464,false,none
CUST_000026,false,none
CUST_000950,false,none
CUST_000725,false,none
CUST_000454,false,none
CUST_000044,false,none
CUST_000641,false,none
CUST_000737,false,none
CUST_000206,false,none
CUST_000245,false,none
CUST_000253,false,none
CUST_000279,false,none
CUST_000312,false,none
CUST_000234,false,none
CUST_000081,false,none
CUST_000909,false,none
CUST_000200,false,none
CUST_000079,false,none
CUST_000367,false,none
CUST_000196,false,none
CUST_000341,false,none
CUST_000246,false,none
CUST_000787,false,none
CUST_000547,false,none
CUST_000267,false,none
CUST_000958,false,none
CUST_000838,false,none
CUST_000686,false,none
CUST_000653,false,none
CUST_000344,false,none
CUST_000209,false,none
CUST_000236,false,none
CUST_000745,false,none
CUST_000284,false,none
CUST_000486,false,none
CUST_000309,false,none
CUST_000789,false,none
CUST_000487,false,none
CUST_000411,false,none
CUST_000533,false,none
CUST_000318,false,none
CUST_000460,false,none
CUST_000053,false,none
CUST_000212,false,none
CUST_000216,false,none
CUST_000761,false,none
CUST_000401,false,none
CUST_000795,false,none
CUST_000254,false,none
CUST_000064,false,none
CUST_000885,false,none
CUST_000783,false,none
CUST_000349,false,none
CUST_000479,false,none
CUST_000857,false,none
CUST_000892,false,none
CUST_000782,false,none
CUST_000222,false,none
CUST_000927,false,none
CUST_000031,false,none
CUST_000237,false,none
CUST_000244,false,none
CUST_000702,false,none
CUST_000603,false,none
CUST_000162,false,none
CUST_000041,false,none
CUST_000610,false,none
CUST_000481,false,none
CUST_000306,false,none
CUST_000037,false,none
CUST_000733,false,none
CUST_000634,false,none
CUST_000762,false,none
CUST_000805,false,none
CUST_000175,false,none
CUST_000629,false,none
CUST_000450,false,none
CUST_000342,false,none
CUST_000966,false,none
CUST_000575,false,none
CUST_000439,false,none
CUST_000140,false,none
CUST_000534,false,none
CUST_000599,false,none
CUST_000489,false,none
CUST_000016,false,none
CUST_000912,false,none
CUST_000717,false,none
CUST_000443,false,none
CUST_000749,false,none
CUST_000446,false,none
CUST_000154,false,none
CUST_000232,false,none
CUST_000535,false,none
CUST_000744,false,none
CUST_000197,false,none
CUST_000945,false,none
CUST_000358,false,none
CUST_000425,false,none
CUST_000842,false,none
CUST_000414,false,none
CUST_000153,false,none
CUST_000823,false,none
CUST_000664,false,none
CUST_000356,false,none
CUST_000604,false,none
CUST_000269,false,none
CUST_000060,false,none
CUST_000233,false,none
CUST_000326,false,none
CUST_000590,false,none
CUST_000158,false,none
CUST_000605,false,none
CUST_000742,false,none
CUST_000189,false,none
CUST_000904,false,none
CUST_000410,false,none
CUST_000408,false,none
CUST_000447,false,none
CUST_000853,false,none
CUST_000525,false,none
CUST_000456,false,none
CUST_000087,false,none
CUST_000192,false,none
CUST_000095,false,none
CUST_000645,false,none
CUST_000419,false,none
CUST_000862,false,none
CUST_000337,false,none
CUST_000768,false,none
CUST_000669,false,none
CUST_000473,false,none
CUST_000048,false,none
CUST_000581,false,none
CUST_000949,false,none
CUST_000069,false,none
CUST_000383,false,none
CUST_000176,false,none
CUST_000973,false,none
CUST_000898,false,none
CUST_000673,false,none
CUST_000304,false,none
CUST_000925,false,none
CUST_000205,false,none
CUST_000874,false,none
CUST_000684,false,none
CUST_000551,false,none
CUST_000992,false,none
CUST_000724,false,none
CUST_000376,false,none
CUST_000779,false,none
CUST_000441,false,none
CUST_000003,false,none
CUST_000670,false,none
CUST_000726,false,none
CUST_000887,false,none
CUST_000859,false,none
CUST_000907,false,none
CUST_000440,false,none
CUST_000478,false,none
CUST_000632,false,none
CUST_000930,false,none
CUST_000572,false,none
CUST_000766,false,none
CUST_000178,false,none
CUST_000329,false,none
CUST_000935,false,none
CUST_000416,false,none
CUST_000741,false,none
CUST_000017,false,none
CUST_000697,false,none
CUST_000113,false,none
CUST_000332,false,none
CUST_000674,false,none
CUST_000661,false,none
CUST_000345,false,none
CUST_000436,false,none
CUST_000730,false,none
CUST_000531,true,mule_account
CUST_000155,false,none
CUST_000662,false,none
CUST_000980,false,none
CUST_000012,false,none
CUST_000491,true,layering
CUST_000149,false,none
CUST_000840,false,none
CUST_000799,false,none
CUST_000844,false,none
CUST_000025,false,none
CUST_000722,false,none
CUST_000797,false,none
CUST_000693,false,none
CUST_000526,false,none
CUST_000119,false,none
CUST_000275,false,none
CUST_000714,false,none
CUST_000084,false,none
CUST_000213,false,none
CUST_000537,false,none
CUST_000820,false,none
CUST_000075,false,none
CUST_000219,false,none
CUST_000667,true,circular_trading
CUST_000989,false,none
CUST_000293,false,none
CUST_000639,false,none
CUST_000529,false,none
CUST_000759,false,none
CUST_000659,false,none
CUST_000918,false,none
CUST_000314,false,none
CUST_000028,false,none
CUST_000698,false,none
CUST_000072,false,none
CUST_000858,false,none
CUST_000764,false,none
CUST_000409,false,none
CUST_000901,false,none
CUST_000536,false,none
CUST_000580,false,none
CUST_000170,false,none
CUST_000824,false,none
CUST_000631,false,none
CUST_000169,false,none
CUST_000130,false,none
CUST_000040,false,none
CUST_000685,false,none
CUST_000969,false,none
CUST_000451,false,none
CUST_000142,false,none
CUST_000111,false,none
CUST_000828,false,none
CUST_000442,false,none
CUST_000061,false,none
CUST_000708,false,none
CUST_000066,false,none
CUST_000133,false,none
CUST_000559,false,none
CUST_000866,false,none
CUST_000074,false,none
CUST_000243,false,none
CUST_000091,false,none
CUST_000173,false,none
CUST_000024,false,none
CUST_000100,false,none
CUST_000623,false,none
CUST_000459,false,none
CUST_000883,false,none
CUST_000515,false,none
CUST_000647,false,none
CUST_000556,false,none
CUST_000161,false,none
CUST_000928,false,none
CUST_000696,false,none
CUST_000472,false,none
CUST_000385,false,none
CUST_000032,false,none
CUST_000424,false,none
CUST_000751,false,none
CUST_000049,false,none
CUST_000179,false,none
CUST_000141,false,none
CUST_000050,false,none
CUST_000242,true,layering
CUST_000960,false,none
CUST_000771,false,none
CUST_000701,false,none
CUST_000931,false,none
CUST_000880,false,none
CUST_000731,false,none
CUST_000348,false,none
CUST_000352,false,none
CUST_000078,false,none
CUST_000538,true,mule_account
CUST_000402,false,none
CUST_000977,false,none
CUST_000280,false,none
CUST_000336,false,none
CUST_000415,false,none
CUST_000570,false,none
CUST_000929,false,none
CUST_000056,false,none
CUST_000879,false,none
CUST_000430,false,none
CUST_000231,false,none
CUST_000625,false,none
CUST_000230,false,none
CUST_000109,false,none
CUST_000188,false,none
CUST_000433,false,none
CUST_000428,false,none
CUST_000574,false,none
CUST_000009,false,none
CUST_000187,false,none
CUST_000393,false,none
CUST_000900,false,none
CUST_000501,false,none
CUST_000955,false,none
CUST_000817,false,none
CUST_000583,false,none
CUST_000577,false,none
CUST_000257,false,none
CUST_000937,false,none
CUST_000361,false,none
CUST_000829,false,none
CUST_000792,false,none
CUST_000298,false,none
CUST_000420,false,none
CUST_000508,false,none
CUST_000923,false,none
CUST_000338,false,none
CUST_000068,false,none
CUST_000692,false,none
CUST_000294,false,none
CUST_000202,false,none
CUST_000045,false,none
CUST_000944,false,none
CUST_000847,false,none
CUST_000861,false,none
CUST_000750,false,none
CUST_000691,false,none
CUST_000039,false,none
CUST_000240,false,none
CUST_000461,false,none
CUST_000324,false,none
CUST_000013,false,none
CUST_000591,false,none
CUST_000086,false,none
CUST_000323,false,none
CUST_000896,false,none
CUST_000229,false,none
CUST_000299,false,none
CUST_000470,false,none
CUST_000429,false,none
CUST_000023,false,none
CUST_000374,false,none
CUST_000893,false,none
CUST_000059,false,none
CUST_000922,false,none
CUST_000372,false,none
CUST_000334,false,none
CUST_000665,false,none
CUST_000582,false,none
CUST_000110,false,none
CUST_000524,false,none
CUST_000825,false,none
CUST_000114,false,none
CUST_000300,false,none
CUST_000555,false,none
CUST_000776,false,none
CUST_000455,false,none
CUST_000899,false,none
CUST_000917,false,none
CUST_000468,false,none
CUST_000073,false,none
CUST_000193,false,none
CUST_000290,false,none
CUST_000263,false,none
CUST_000827,false,none
CUST_000406,false,none
CUST_000499,false,none
CUST_000707,false,none
CUST_000644,false,none
CUST_000151,false,none
CUST_000366,false,none
CUST_000264,false,none
CUST_000225,false,none
CUST_000504,false,none
CUST_000790,false,none
CUST_000668,false,none
CUST_000671,false,none
CUST_000373,false,none
CUST_000557,false,none
CUST_000469,false,none
CUST_000981,false,none
CUST_000959,false,none
CUST_000092,false,none
CUST_000617,false,none
CUST_000203,false,none
CUST_000598,false,none
CUST_000815,false,none
CUST_000946,false,none
CUST_000775,false,none
CUST_000475,false,none
CUST_000965,false,none
CUST_000351,false,none
CUST_000863,false,none
CUST_000184,false,none
CUST_000457,false,none
CUST_000602,false,none
CUST_000121,false,none
CUST_000970,false,none
CUST_000255,false,none
CUST_000985,false,none
CUST_000894,false,none
CUST_000143,true,mule_account
CUST_000720,false,none
CUST_000837,false,none
CUST_000118,false,none
CUST_000793,false,none
CUST_000182,false,none
CUST_000891,false,none
CUST_000135,false,none
CUST_000819,false,none
CUST_000096,false,none
CUST_000080,false,none
CUST_000563,false,none
CUST_000886,false,none
CUST_000333,false,none
CUST_000801,false,none
CUST_000961,false,none
CUST_000763,false,none
CUST_000871,false,none
CUST_000452,false,none
CUST_000811,false,none
CUST_000586,false,none
CUST_000493,false,none
CUST_000658,false,none
CUST_000077,false,none
CUST_000562,false,none
CUST_000355,false,none
CUST_000128,false,none
CUST_000509,false,none
CUST_000273,false,none
CUST_000718,false,none
CUST_000558,false,none
CUST_000972,false,none
CUST_000865,false,none
CUST_000288,false,none
CUST_000545,false,none
CUST_000953,false,none
CUST_000723,false,none
CUST_000051,false,none
CUST_000553,false,none
CUST_000735,false,none
CUST_000993,false,none
CUST_000019,false,none
CUST_000052,false,none
CUST_000397,false,none
CUST_000476,false,none
CUST_000543,true,smurfing
CUST_000982,false,none
CUST_000008,false,none
CUST_000613,false,none
CUST_000287,false,none
CUST_000542,false,none
CUST_000302,false,none
CUST_000160,false,none
CUST_000807,false,none
CUST_000990,false,none
CUST_000002,false,none
CUST_000573,false,none
CUST_000127,false,none
CUST_000137,false,none
CUST_000517,false,none
CUST_000710,false,none
CUST_000256,false,none
CUST_000353,false,none
CUST_000890,false,none
CUST_000432,false,none
CUST_000597,false,none
CUST_000979,false,none
CUST_000480,false,none
CUST_000471,false,none
CUST_000055,false,none
CUST_000831,true,smurfing
CUST_000951,false,none
CUST_000138,false,none
CUST_000387,false,none
CUST_000544,false,none
CUST_000505,false,none
CUST_000030,false,none
CUST_000943,false,none
CUST_000541,false,none
CUST_000347,false,none
CUST_000102,false,none
CUST_000740,false,none
CUST_000198,false,none
CUST_000612,false,none
CUST_000199,false,none
CUST_000963,false,none
CUST_000063,false,none
CUST_000265,true,layering
CUST_000773,false,none
CUST_000756,false,none
CUST_000727,false,none
CUST_000005,false,none
CUST_000835,false,none
CUST_000307,false,none
CUST_000210,false,none
CUST_000873,false,none
CUST_000289,false,none
CUST_000903,false,none
CUST_000322,false,none
CUST_000014,false,none
CUST_000316,false,none
CUST_000942,false,none
CUST_000654,false,none
CUST_000435,false,none
CUST_000132,false,none
CUST_000579,false,none
CUST_000093,false,none
CUST_000520,false,none
CUST_000281,false,none
CUST_000592,false,none
CUST_000131,false,none
CUST_000427,false,none
CUST_000343,false,none
CUST_000849,true,smurfing
CUST_000678,false,none
CUST_000145,false,none
CUST_000716,false,none
CUST_000011,true,layering
CUST_000422,false,none
CUST_000043,false,none
CUST_000814,false,none
CUST_000947,false,none
CUST_000223,false,none
CUST_000760,false,none
CUST_000453,false,none
CUST_000431,false,none
CUST_000498,false,none
CUST_000359,false,none
CUST_000902,false,none
CUST_000139,false,none
CUST_000394,false,none
CUST_000167,false,none
CUST_000507,false,none
CUST_000711,false,none
CUST_000715,false,none
CUST_000106,false,none
CUST_000682,false,none
CUST_000781,false,none
CUST_000769,false,none
CUST_000877,true,layering
CUST_000321,false,none
CUST_000608,false,none
CUST_000258,false,none
CUST_000511,false,none
CUST_000371,false,none
CUST_000852,false,none
CUST_000589,false,none
CUST_000709,false,none
CUST_000362,false,none
CUST_000856,false,none
CUST_000108,false,none
CUST_000528,false,none
CUST_000848,false,none
CUST_000382,false,none
CUST_000010,false,none
CUST_000633,false,none
CUST_000643,false,none
CUST_000088,false,none
CUST_000998,false,none
CUST_000483,false,none
CUST_000112,false,none
CUST_000396,false,none
CUST_000568,false,none
CUST_000252,false,none
CUST_000635,false,none
CUST_000864,false,none
CUST_000869,false,none
CUST_000350,false,none
CUST_000867,false,none
CUST_000217,false,none
CUST_000752,false,none
CUST_000214,false,none
CUST_000786,false,none
CUST_000399,false,none
CUST_000204,false,none
CUST_000308,false,none
CUST_000566,false,none
CUST_000728,false,none
CUST_000734,false,none
CUST_000211,false,none
CUST_000648,false,none
CUST_000810,false,none
CUST_000948,false,none
CUST_000938,false,none
CUST_000800,false,none
CUST_000802,false,none
CUST_000519,false,none
CUST_000738,false,none
CUST_000174,false,none
CUST_000448,false,none
CUST_000663,false,none
CUST_000000,false,none
CUST_000085,false,none
CUST_000808,false,none
CUST_000876,false,none
CUST_000379,true,layering
CUST_000997,false,none
CUST_000600,false,none
CUST_000423,false,none
CUST_000462,false,none
CUST_000818,false,none
CUST_000492,false,none
CUST_000656,false,none
CUST_000794,true,smurfing
CUST_000146,false,none
CUST_000767,false,none
CUST_000584,false,none
CUST_000791,false,none
CUST_000101,false,none
CUST_000331,false,none
CUST_000695,false,none
CUST_000164,false,none
CUST_000834,false,none
CUST_000266,false,none
CUST_000020,false,none
CUST_000747,false,none
CUST_000826,false,none
CUST_000354,false,none
CUST_000259,false,none
CUST_000640,false,none
CUST_000297,false,none
CUST_000743,false,none
CUST_000047,false,none
CUST_000291,false,none
CUST_000932,false,none
CUST_000550,false,none
CUST_000983,false,none
CUST_000221,false,none
CUST_000889,false,none
CUST_000407,false,none
CUST_000034,false,none
CUST_000122,false,none
CUST_000952,false,none
CUST_000207,false,none
CUST_000235,false,none
CUST_000488,false,none
CUST_000152,false,none
CUST_000168,false,none
CUST_000270,false,none
CUST_000018,false,none
CUST_000530,false,none
CUST_000417,false,none
CUST_000201,false,none
CUST_000183,false,none
CUST_000412,false,none
CUST_000914,false,none
CUST_000921,false,none
CUST_000540,false,none
CUST_000638,false,none
CUST_000594,false,none
CUST_000637,false,none
CUST_000957,false,none
CUST_000303,false,none
CUST_000636,false,none
CUST_000249,false,none
CUST_000421,false,none
CUST_000657,false,none
CUST_000906,false,none
CUST_000884,false,none
CUST_000405,false,none
CUST_000180,false,none
CUST_000261,false,none
CUST_000250,false,none
CUST_000915,false,none
CUST_000882,false,none
CUST_000687,false,none
CUST_000976,false,none
CUST_000845,false,none
CUST_000036,false,none
CUST_000156,false,none
CUST_000888,false,none
CUST_000413,false,none
CUST_000772,false,none
CUST_000227,false,none
CUST_000296,false,none
CUST_000364,false,none
CUST_000277,false,none
CUST_000746,false,none
CUST_000522,false,none
CUST_000301,false,none
CUST_000813,false,none
CUST_000035,false,none
CUST_000190,false,none
CUST_000732,false,none
CUST_000967,false,none
CUST_000465,false,none
CUST_000262,false,none
CUST_000683,false,none
CUST_000595,false,none
CUST_000378,false,none
CUST_000001,false,none
CUST_000758,false,none
CUST_000822,false,none
CUST_000310,false,none
CUST_000548,false,none
CUST_000458,false,none
CUST_000125,false,none
CUST_000748,false,none
CUST_000911,false,none
CUST_000191,false,none
CUST_000500,false,none
CUST_000083,false,none
CUST_000038,false,none
CUST_000609,false,none
CUST_000357,false,none
CUST_000449,false,none
CUST_000315,false,none
CUST_000512,false,none
CUST_000843,false,none
CUST_000185,false,none
CUST_000705,false,none
CUST_000878,false,none
CUST_000651,false,none
CUST_000974,false,none
CUST_000754,false,none
CUST_000788,false,none
CUST_000317,false,none
CUST_000506,false,none
CUST_000404,false,none
CUST_000729,false,none
CUST_000194,false,none
CUST_000177,false,none
CUST_000071,false,none
CUST_000619,false,none
CUST_000561,true,mule_account
CUST_000624,false,none
CUST_000736,false,none
CUST_000846,false,none
CUST_000335,false,none
CUST_000438,false,none
CUST_000652,false,none
CUST_000626,false,none
CUST_000327,false,none
CUST_000690,false,none
CUST_000390,false,none
CUST_000688,false,none
CUST_000437,false,none
CUST_000313,false,none
CUST_000712,false,none
CUST_000870,false,none
CUST_000757,false,none
CUST_000703,false,none
CUST_000549,false,none
CUST_000521,false,none
CUST_000057,false,none
CUST_000706,false,none
CUST_000278,false,none
CUST_000798,false,none
CUST_000650,false,none
CUST_000107,false,none
CUST_000120,false,none
CUST_000777,false,none
CUST_000704,false,none
CUST_000320,false,none
CUST_000587,false,none
CUST_000694,false,none
CUST_000392,false,none
